degree_celsius,humidity,ph,latitude,longitude,date et heure
27.3750,338,5.5827,45.19137573,5.75408983,27/6/2021 19:24:21
27.3750,339,5.5884,45.19137573,5.75408983,27/6/2021 19:24:22
27.3750,338,5.5884,45.19137573,5.75408983,27/6/2021 19:24:24
27.3750,339,5.5884,45.19137573,5.75408983,27/6/2021 19:24:26
27.3750,336,5.5599,45.19137573,5.75408983,27/6/2021 19:24:27
27.3750,339,5.5884,45.19137573,5.75408983,27/6/2021 19:24:28
27.3750,338,5.5884,45.19137573,5.75408983,27/6/2021 19:24:30
27.3750,336,5.5599,45.19137573,5.75408983,27/6/2021 19:24:31
27.3750,338,5.5713,45.19137573,5.75408983,27/6/2021 19:24:33
27.3750,340,5.5884,45.19137573,5.75408983,27/6/2021 19:24:34
27.3750,338,5.5884,45.19137573,5.75408983,27/6/2021 19:24:36
27.3750,340,5.5998,45.19137573,5.75408983,27/6/2021 19:24:37
27.3750,338,5.5884,45.19137573,5.75408983,27/6/2021 19:24:39
27.3750,336,5.5684,45.19137573,5.75408983,27/6/2021 19:24:40
27.3750,338,5.5713,45.19137573,5.75408983,27/6/2021 19:24:42
27.3750,336,5.5570,45.19137573,5.75408983,27/6/2021 19:24:43
27.3750,339,5.5884,45.19137573,5.75408983,27/6/2021 19:24:44
27.3750,337,5.5713,45.19137573,5.75408983,27/6/2021 19:24:46
27.3750,336,5.5684,45.19137573,5.75408983,27/6/2021 19:24:47
27.3750,339,5.5884,45.19137573,5.75408983,27/6/2021 19:24:48
27.3750,337,5.5684,45.19137573,5.75408983,27/6/2021 19:24:50
27.3750,336,5.5542,45.19137573,5.75408983,27/6/2021 19:24:51
27.3750,340,5.5884,45.19137573,5.75408983,27/6/2021 19:24:52
27.3750,338,5.5884,45.19137573,5.75408983,27/6/2021 19:24:54
27.3750,340,5.5884,45.19137573,5.75408983,27/6/2021 19:24:55
27.3750,338,5.5884,45.19137573,5.75408983,27/6/2021 19:24:57
27.3750,340,5.5941,45.19137573,5.75408983,27/6/2021 19:24:58
27.3750,338,5.5884,45.19137573,5.75408983,27/6/2021 19:25:0
27.3750,336,5.5713,45.19137573,5.75408983,27/6/2021 19:25:1
27.3750,338,5.5713,45.19137573,5.75408983,27/6/2021 19:25:3
27.3750,339,5.5884,45.19137573,5.75408983,27/6/2021 19:25:4
27.3750,338,5.5770,45.19137573,5.75408983,27/6/2021 19:25:6
27.3750,338,5.5713,45.19137573,5.75408983,27/6/2021 19:25:8
27.3750,336,5.5713,45.19137573,5.75408983,27/6/2021 19:25:9
27.3750,340,5.5884,45.19137573,5.75408983,27/6/2021 19:25:10
27.3125,338,5.5884,45.19137573,5.75408983,27/6/2021 19:25:12
27.3750,340,5.5912,45.19137573,5.75408983,27/6/2021 19:25:13
27.3750,338,5.5770,45.19137573,5.75408983,27/6/2021 19:25:15
27.3125,340,5.5941,45.19137573,5.75408983,27/6/2021 19:25:16
27.3750,338,5.5855,45.19137573,5.75408983,27/6/2021 19:25:18
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:25:19
27.3125,338,5.5827,45.19137573,5.75408983,27/6/2021 19:25:21
27.3750,338,5.5741,45.19137573,5.75408983,27/6/2021 19:25:22
27.3750,338,5.5884,45.19137573,5.75408983,27/6/2021 19:25:24
27.3750,336,5.5713,45.19137573,5.75408983,27/6/2021 19:25:25
27.3750,340,5.5912,45.19137573,5.75408983,27/6/2021 19:25:27
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:25:29
27.3750,336,5.5713,45.19137573,5.75408983,27/6/2021 19:25:30
27.3750,340,5.5998,45.19137573,5.75408983,27/6/2021 19:25:31
27.3125,338,5.5855,45.19137573,5.75408983,27/6/2021 19:25:33
27.3750,339,5.5884,45.19137573,5.75408983,27/6/2021 19:25:34
27.3750,338,5.5884,45.19137573,5.75408983,27/6/2021 19:25:36
27.3750,339,5.5884,45.19137573,5.75408983,27/6/2021 19:25:37
27.3125,337,5.5713,45.19137573,5.75408983,27/6/2021 19:25:39
27.3750,340,5.5884,45.19137573,5.75408983,27/6/2021 19:25:40
27.3125,338,5.5770,45.19137573,5.75408983,27/6/2021 19:25:42
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:25:43
27.3750,337,5.5713,45.19137573,5.75408983,27/6/2021 19:25:45
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:25:46
27.3125,338,5.5855,45.19137573,5.75408983,27/6/2021 19:25:48
27.3750,336,5.5542,45.19137573,5.75408983,27/6/2021 19:25:49
27.3750,338,5.5713,45.19137573,5.75408983,27/6/2021 19:25:51
27.3750,336,5.5713,45.19137573,5.75408983,27/6/2021 19:25:52
27.3750,339,5.5798,45.19137573,5.75408983,27/6/2021 19:25:53
27.3750,337,5.5827,45.19137573,5.75408983,27/6/2021 19:25:55
27.3125,339,5.5713,45.19137573,5.75408983,27/6/2021 19:25:56
27.3125,337,5.5713,45.19137573,5.75408983,27/6/2021 19:25:58
27.3125,336,5.5542,45.19137573,5.75408983,27/6/2021 19:25:59
27.3125,339,5.5798,45.19137573,5.75408983,27/6/2021 19:26:0
27.3125,338,5.5713,45.19137573,5.75408983,27/6/2021 19:26:2
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:26:3
27.3125,337,5.5713,45.19137573,5.75408983,27/6/2021 19:26:5
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:26:6
27.3125,337,5.5713,45.19137573,5.75408983,27/6/2021 19:26:8
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:26:9
27.3750,338,5.5770,45.19137573,5.75408983,27/6/2021 19:26:11
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:26:12
27.3750,337,5.5713,45.19137573,5.75408983,27/6/2021 19:26:14
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:26:16
27.3125,340,5.5884,45.19137573,5.75408983,27/6/2021 19:26:17
27.3125,338,5.5827,45.19137573,5.75408983,27/6/2021 19:26:19
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:26:20
27.3125,338,5.5713,45.19137573,5.75408983,27/6/2021 19:26:22
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:26:23
27.3125,338,5.5855,45.19137573,5.75408983,27/6/2021 19:26:25
27.3125,339,5.5741,45.19137573,5.75408983,27/6/2021 19:26:27
27.3125,336,5.5542,45.19137573,5.75408983,27/6/2021 19:26:28
27.3125,339,5.5855,45.19137573,5.75408983,27/6/2021 19:26:29
27.3125,338,5.5798,45.19137573,5.75408983,27/6/2021 19:26:31
27.3125,338,5.5798,45.19137573,5.75408983,27/6/2021 19:26:33
27.3125,337,5.5656,45.19137573,5.75408983,27/6/2021 19:26:34
27.3125,339,5.5741,45.19137573,5.75408983,27/6/2021 19:26:35
27.3125,338,5.5713,45.19137573,5.75408983,27/6/2021 19:26:37
27.3125,340,5.5941,45.19137573,5.75408983,27/6/2021 19:26:38
27.3125,338,5.5827,45.19137573,5.75408983,27/6/2021 19:26:40
27.3125,339,5.5798,45.19137573,5.75408983,27/6/2021 19:26:41
27.3125,337,5.5798,45.19137573,5.75408983,27/6/2021 19:26:43
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:26:44
27.3125,338,5.5855,45.19137573,5.75408983,27/6/2021 19:26:46
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:26:48
27.3125,340,5.6026,45.19137573,5.75408983,27/6/2021 19:26:49
27.3125,338,5.5884,45.19137573,5.75408983,27/6/2021 19:26:51
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:26:52
27.3125,337,5.5713,45.19137573,5.75408983,27/6/2021 19:26:54
27.3125,339,5.5912,45.19137573,5.75408983,27/6/2021 19:26:55
27.3125,338,5.5798,45.19137573,5.75408983,27/6/2021 19:26:57
27.3125,336,5.5542,45.19137573,5.75408983,27/6/2021 19:26:58
27.3125,335,5.5542,45.19137573,5.75408983,27/6/2021 19:26:59
27.3125,338,5.5741,45.19137573,5.75408983,27/6/2021 19:27:1
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:27:2
27.3125,338,5.5827,45.19137573,5.75408983,27/6/2021 19:27:4
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:27:5
27.3125,338,5.5884,45.19137573,5.75408983,27/6/2021 19:27:7
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:27:9
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:27:10
27.3125,338,5.5713,45.19137573,5.75408983,27/6/2021 19:27:12
27.3125,336,5.5570,45.19137573,5.75408983,27/6/2021 19:27:13
27.3125,338,5.5713,45.19137573,5.75408983,27/6/2021 19:27:15
27.3125,336,5.5542,45.19137573,5.75408983,27/6/2021 19:27:16
27.3125,335,5.5542,45.19137573,5.75408983,27/6/2021 19:27:17
27.3125,339,5.5855,45.19137573,5.75408983,27/6/2021 19:27:19
27.3125,340,5.5884,45.19137573,5.75408983,27/6/2021 19:27:20
27.3125,338,5.5884,45.19137573,5.75408983,27/6/2021 19:27:22
27.3125,340,5.6026,45.19137573,5.75408983,27/6/2021 19:27:23
27.3125,338,5.5884,45.19137573,5.75408983,27/6/2021 19:27:25
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:27:26
27.3125,338,5.5827,45.19137573,5.75408983,27/6/2021 19:27:28
27.3125,336,5.5656,45.19137573,5.75408983,27/6/2021 19:27:29
27.3125,338,5.5713,45.19137573,5.75408983,27/6/2021 19:27:31
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:27:32
27.3125,338,5.5827,45.19137573,5.75408983,27/6/2021 19:27:34
27.2500,338,5.5713,45.19137573,5.75408983,27/6/2021 19:27:36
27.3125,340,5.5969,45.19137573,5.75408983,27/6/2021 19:27:37
27.3125,338,5.5884,45.19137573,5.75408983,27/6/2021 19:27:39
27.3125,336,5.5713,45.19137573,5.75408983,27/6/2021 19:27:40
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:27:41
27.3125,338,5.5770,45.19137573,5.75408983,27/6/2021 19:27:43
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:27:45
27.3125,340,5.5969,45.19137573,5.75408983,27/6/2021 19:27:46
27.3125,337,5.5713,45.19137573,5.75408983,27/6/2021 19:27:48
27.3125,336,5.5542,45.19137573,5.75408983,27/6/2021 19:27:49
27.3125,338,5.5713,45.19137573,5.75408983,27/6/2021 19:27:51
27.3125,340,5.5969,45.19137573,5.75408983,27/6/2021 19:27:52
27.3125,338,5.5884,45.19137573,5.75408983,27/6/2021 19:27:54
27.3125,337,5.5713,45.19137573,5.75408983,27/6/2021 19:27:55
27.3125,339,5.5884,45.19137573,5.75408983,27/6/2021 19:27:57
27.3125,340,5.6055,45.19137573,5.75408983,27/6/2021 19:27:58
27.3125,338,5.5884,45.19137573,5.75408983,27/6/2021 19:28:0
27.3125,336,5.5713,45.19137573,5.75408983,27/6/2021 19:28:1
27.3125,339,5.5798,45.19137573,5.75408983,27/6/2021 19:28:2
27.3125,337,5.5798,45.19137573,5.75408983,27/6/2021 19:28:4
